row ID,x,y,z,r,"Benzenepropanoic acid, 4-hydroxy-",4-Methylcinnamic acid,8-Methylnonanoic acid,Diethyltoluamide,Caffeine,delta-Dodecalactone,N-Tetradecanoyl-L-homoserine Lactone,Diphenhydramine 147-24-0,Myristic acid ethyl ester,"cis-9,10-methylene-hexadecanoic acid",Diisobutyl phthalate,"Conjugated linoleic Acid (10E,12Z)",Iodopropynyl butylcarbamate,Oleic acid,(-)-Epicatechin,Dihydrosphingosine (19:0),Phytosphingosine,Monoelaidin,Sodium laureth sulfate + Na,Dioctyl phthalate,Tributoxyethyl phosphate,Hydrocortisone valerate
Plate7_V4_GG8_01_17104,55.9016,-40.6087,46.6191,0.6,0,0,5580.080078,28796.5,0,0,15090.7002,0,0,0,21953.5,14400.7002,0,27419.30078,0,13732.59961,0,5842.790039,0,13601.7998,31820.09961,4800.180176
Plate7_V4_GG9_01_17105,55.0355,-41.7912,44.8087,0.6,0,0,5996.330078,25480.80078,0,0,19087.80078,0,0,0,16435,14217.7002,0,2667.73999,3863,11036.7998,11566.90039,13261.2002,0,11088.5,32199.69922,0
Plate7_V4_GH10_01_17121,58.0166,-40.5364,57.9201,0.6,0,0,5470.160156,18172.19922,0,10772.09961,7567.100098,0,0,0,20691.40039,7384.189941,19355.30078,62099.5,9832.219727,9216.959961,8031.169922,6670.350098,0,7256.220215,0,0
Plate7_V4_GH11_01_17122,58.2523,-39.5444,57.4668,0.6,0,0,2257.459961,25335.59961,0,9641.269531,9803.929688,0,0,0,25610.40039,7604.299805,15803.59961,25604.19922,0,19931.59961,11034.2002,6773.859863,0,11091.40039,0,0
Plate7_V4_GH12_01_17123,58.864,-40.4761,56.4037,0.6,0,0,3492.060059,41579.39844,13498.2002,0,18887.69922,0,0,0,31692.5,17300,4068.300049,105918,3787.909912,0,0,12823.2002,0,9582.5,17231.40039,0
Plate7_V4_GH1_01_17111,58.1116,-42.0636,58.7465,0.6,0,0,5518.939941,36895.10156,0,28656.69922,5889.22998,0,0,0,11619.90039,4977.970215,7825.450195,57212.60156,0,0,19223.19922,7388.120117,0,0,4039.649902,3335.330078
Plate7_V4_GH2_01_17112,58.4866,-42.3021,58.8718,0.6,0,0,5925.799805,16631,0,16441.90039,32009.5,0,0,0,15858.5,15204.90039,0,104373,0,15094.7998,0,14709.90039,0,24006.69922,12047.90039,0
Plate7_V4_GH3_01_17113,57.8603,-41.0856,58.1187,0.6,0,0,3670.560059,71699.79688,0,5371.169922,4911.589844,0,0,0,22872.80078,11591.7998,8607.540039,32464.30078,4723.5,21729.90039,7112.419922,10334.40039,0,7655.339844,13540,0
Plate7_V4_GH4_01_17114,58.4278,-41.2675,58.2087,0.6,20039.5,0,0,51176.30078,23719.40039,12386.09961,2594.110107,0,0,0,20375.40039,17391,6525.839844,32908.30078,0,31301.69922,7009.910156,7943.759766,0,6486.27002,13200.2002,0
Plate7_V4_GH5_01_17115,58.6936,-41.6748,58.6597,0.6,0,0,0,50652.39844,60952.39844,5930.990234,9278.75,0,0,0,11632.09961,12679.40039,0,44647.89844,0,55303.60156,18216.90039,7486.290039,0,12566.2998,0,0
Plate7_V4_GH6_01_17116,59.1098,-41.8373,59.1042,0.6,0,0,3821.290039,39841.19922,0,12751.7998,8611.259766,0,0,0,29073.40039,6345.689941,31316.90039,47589.69922,0,31319.30078,14324,13363.7998,0,10934.5,15504.90039,0
Plate7_V4_GH7_01_17117,58.8423,-41.0334,57.8428,0.6,0,0,2197.629883,59782.60156,9627.55957,7356.879883,5874.680176,0,0,0,16108.2998,16895.19922,14766,0,0,0,0,5315.97998,0,7772.240234,7238.109863,0
Plate7_V4_GH8_01_17118,59.2351,-41.9406,57.4696,0.6,33288.5,0,3412.97998,70287.39844,24693.90039,6270.850098,10237.59961,0,0,0,26023.40039,8988.519531,13252.5,0,0,0,1683.400024,16289.2002,0,6095.819824,5344.370117,0
Plate7_V4_GH9_01_17119,57.8938,-40.6736,57.0394,0.6,0,0,2365.219971,42784.5,4126.839844,25094.80078,12751.2998,0,0,0,15971.59961,9975.219727,80464.29688,2892.719971,8868.94043,0,13769.90039,8489.259766,0,12693.59961,12885.2002,0
Plate8_V4_GA10_01_17143,62.6895,-38.0319,64.4267,0.6,0,0,10881.90039,18554.69922,14936,6313.290039,256813,0,133305,5701.459961,16128.7998,91479.70313,0,0,3343.060059,0,0,77308.89844,0,14274.2998,30822.19922,0
Plate8_V4_GA11_01_17144,64.3619,-37.5427,62.6216,0.6,0,0,10535.90039,44251.10156,0,16226.5,315615,0,190200,9037.719727,26592.19922,71180.60156,0,0,0,0,0,45656.69922,0,15282.2002,33479.39844,12584.40039
Plate8_V4_GA12_01_17145,60.6633,-37.7897,63.393,0.6,0,0,7916.970215,122282,18071.09961,7907.580078,215667,0,182626,6558.970215,57102.19922,104231,0,0,0,0,0,130990,0,21407,26186,0
Plate8_V4_GA5_01_17138,59.023,-41.9618,55.2676,0.6,0,0,3252.139893,26364.69922,0,22974.59961,23538.80078,0,0,0,15164.09961,17318.19922,0,0,6250.310059,0,10626.09961,9720.290039,0,13115.09961,21583.5,0
Plate8_V4_GA6_01_17139,59.4836,-39.1888,56.3749,0.6,0,0,6660.740234,48959.69922,0,0,30663.30078,0,0,0,18204.30078,33564.10156,0,0,16498.80078,0,15126.7002,11638.7002,0,14154.90039,19191.90039,0
Plate8_V4_GA7_01_17140,59.1784,-41.4451,54.6085,0.6,0,0,5711.649902,38762,0,0,23261.30078,0,0,0,15442.59961,20769.19922,0,0,5783.689941,0,11247.7002,5749.970215,0,15194.90039,23096.19922,4285.680176
Plate8_V4_GA8_01_17141,59.1282,-42.9001,53.8904,0.6,0,0,5145.379883,19041.80078,0,0,14437.59961,0,0,0,14519.90039,28253.69922,0,0,0,0,5863.220215,7231.589844,0,8956.320313,27312.90039,0
Plate8_V4_GA9_01_17142,59.5847,-40.5031,54.7352,0.6,0,0,6086.379883,38627.19922,0,0,20160.59961,0,0,5908.529785,17957.5,21547,0,0,0,0,10673,10065.7998,0,16231.7998,22134.80078,0
Plate8_V4_GB10_01_17157,60.933,-40.0559,52.1283,0.6,0,0,4806.52002,68520.10156,28451.40039,0,73346,0,9874.849609,0,53259.19922,34080.19922,0,0,0,0,3650.449951,30350.80078,0,9843.820313,32326.19922,0
Plate8_V4_GB11_01_17258,62.7604,-39.8335,50.4838,0.6,0,0,5483.060059,63577.69922,0,0,34902.80078,0,0,0,67209.89844,9295.5,0,0,0,0,0,17852.40039,0,0,19209.80078,0
Plate8_V4_GB12_01_17159,64.615,-39.7746,49.702,0.6,0,0,2516.179932,75055,0,0,65631.29688,0,7576.350098,0,54652.19922,43280.60156,0,0,0,0,3587.469971,26139.80078,0,11796.7998,18015.90039,0
Plate8_V4_GB1_01_17148,64.2821,-37.6475,59.4163,0.6,0,0,4292.049805,95755.5,0,17453.09961,348860,0,208700,10872.7998,43061.69922,96764.89844,0,8187.220215,6302.790039,0,17651.5,89967.39844,0,10308.2002,41391.89844,0
Plate8_V4_GB2_01_17149,61.0803,-37.2344,60.3639,0.6,0,0,4943.02002,85038.29688,0,9213.480469,266246,0,203374,10180.59961,40928.89844,89358.70313,0,0,0,16047.2002,0,237433,0,12826.59961,30241.5,0
Plate8_V4_GB3_01_17150,57.6961,-37.7511,61.2791,0.6,0,0,5727.419922,83588.39844,0,16273.09961,176064,0,9070.820313,3013.610107,28176.40039,35001.30078,0,0,0,0,0,43681.80078,0,15979.7002,26940.90039,0
Plate8_V4_GB4_01_17151,64.4137,-38.331,55.8888,0.6,0,0,9448.160156,86073.10156,0,10866.90039,224888,0,151233,9610.75,49593.10156,92095.70313,0,0,0,0,0,97631.5,0,14161.59961,18783.80078,0
Plate8_V4_GB5_01_17152,59.5262,-38.2663,58.1434,0.6,0,0,7709.72998,60231.69922,0,0,147622,0,39126.80078,6194.529785,48182.89844,51070.30078,0,0,13673.5,8128.080078,9619.219727,59552.80078,0,14563.40039,14618.40039,0
Plate8_V4_GB6_01_17153,61.8606,-38.2625,57.1418,0.6,0,0,6186.430176,59773.80078,18630.30078,4352.290039,137646,0,29801.30078,3505.469971,37159.89844,31509.19922,0,0,0,0,0,83142.39844,0,10090.09961,21664,0
Plate8_V4_GB7_01_17154,62.8389,-38.8825,54.2629,0.6,0,0,5319.399902,92156,27662.40039,9645.80957,199666,7892.759766,33586.89844,5870.669922,34242.30078,58693.19922,0,0,0,0,0,68489.79688,0,4856.040039,34756.19922,0
Plate8_V4_GB8_01_17155,60.522,-39.4003,54.8212,0.6,0,0,5622.560059,71166.10156,33125.10156,0,98592.60156,0,7213,0,33870.10156,22280,0,0,6313.879883,0,18381.59961,35815.80078,0,13154.7002,34547.19922,0
Plate8_V4_GB9_01_17156,64.3799,-39.3721,52.442,0.6,0,0,4278.22998,62229.10156,23744.5,0,110668,0,16769.5,0,44825.80078,32857.19922,0,2675.830078,0,10837.59961,10141.09961,59096.39844,0,9647.480469,23027.09961,7854
Plate8_V4_GC10_01_17259,61.25,-37.5991,39.4418,0.6,0,0,5896.910156,52009.89844,50689.80078,0,11780,0,0,0,27583.80078,10227.2002,0,0,0,0,0,9639.450195,0,11426.7998,23011.19922,0
Plate8_V4_GC11_01_17172,60.7467,-38.4601,36.5534,0.6,0,0,3455.429932,22842.19922,57575.60156,0,10196.5,0,0,0,9744.740234,12317.7998,0,0,0,0,15311.7002,0,0,67283.89844,54849.5,0
Plate8_V4_GC12_01_17173,63.1901,-38.8001,36.6779,0.6,0,0,14649,25869.69922,65576.29688,13100.09961,8029.529785,0,0,0,16123.7002,10327.90039,0,0,0,0,17790.09961,9345.030273,0,73310.70313,147453,6654.700195
Plate8_V4_GC1_01_17162,63.2543,-39.7623,47.5667,0.6,0,0,5234.72998,81177.5,51904.89844,0,59998.10156,0,11297.2002,0,36179.19922,39822.69922,0,0,0,12286.09961,2824,35898.60156,0,18313.40039,29549.40039,0
Plate8_V4_GC2_01_17163,61.0906,-40.9456,48.2738,0.6,0,0,4027.72998,65783.10156,0,0,19674.40039,0,0,0,23991.59961,16224.09961,0,0,0,0,17354.5,7609.939941,0,19385.5,15487,4200.359863
Plate8_V4_GC3_01_17164,61.8221,-39.3698,45.836,0.6,0,0,2452.969971,49374.89844,38713.89844,9155.169922,22298.80078,0,0,0,25211,15108.7998,0,0,0,0,22631.30078,8651.860352,0,26481.80078,20513.30078,0
Plate8_V4_GC4_01_17165,59.6198,-40.5094,44.7077,0.6,0,0,2677.050049,33905,39307.19922,6610.279785,20649.40039,0,0,0,19946.09961,18274.5,0,0,0,0,16376.7002,12080.5,0,12735.7998,22303.5,4518.120117
Plate8_V4_GC5_01_17166,58.9922,-40.9243,42.5179,0.6,0,0,5046.490234,52406.39844,0,9434.540039,24458.59961,0,0,0,15594.90039,13297.90039,0,0,0,0,16013.40039,11894.09961,0,14319.90039,15180.09961,0
Plate8_V4_GC6_01_17167,58.7234,-40.3926,39.9073,0.6,0,0,3414.25,53762,0,7974.919922,14298.59961,0,0,0,17907,9243.650391,0,0,0,0,0,5949.529785,0,21239.30078,20122.40039,0
Plate8_V4_GC7_01_17168,58.8464,-39.8204,37.0501,0.6,0,0,5138.620117,69249.10156,0,0,14538,0,0,0,16927.5,14493.59961,0,0,0,0,28452.30078,0,0,44248.60156,24116.5,0
Plate8_V4_GC8_01_17169,61.3939,-38.2218,43.2985,0.6,0,0,2488.639893,44467.10156,30115.40039,9502.040039,13118.2002,0,0,0,24321.90039,11638,0,0,0,0,0,6281.470215,0,21692.90039,23256.5,15952.2998
Plate8_V4_GC9_01_17170,62.0304,-37.3672,41.2874,0.6,0,0,6651.899902,37839.10156,19322.69922,2317.860107,9967.709961,0,0,0,12524.09961,10033.2998,0,0,7799.089844,0,0,10473.2998,0,23539.30078,22137.90039,0
Plate8_V4_GD10_01_17187,61.0521,-40.4238,26.3304,0.6,0,0,1978.089966,19662.90039,29014.90039,0,8220.019531,0,5796.620117,0,13130.7998,12912.2998,0,0,11849.90039,0,18041.30078,0,0,33704.80078,19062.80078,0
Plate8_V4_GD11_01_17188,62.8345,-40.852,24.2941,0.6,0,0,2626.01001,20879.59961,0,6169.620117,9377.969727,0,0,0,13993.7002,8796.55957,0,0,0,0,22091.09961,0,0,5709.580078,23147.69922,0
Plate8_V4_GD12_01_17189,59.9096,-41.625,23.6867,0.6,0,0,4712.660156,3758.060059,0,0,16210.5,0,0,0,15067.5,15468.90039,0,0,5252.5,0,0,6173.970215,0,10370.2998,42397,0
Plate8_V4_GD1_01_17177,63.952,-38.4339,44.3473,0.6,0,0,4121.720215,41026.19922,20062.5,0,27644.09961,0,0,0,27047.19922,15999.2002,0,0,0,0,0,7472.160156,0,17668,21785.30078,0
Plate8_V4_GD2_01_17186,64.2684,-37.9539,42.4962,0.6,0,0,0,25406.09961,0,0,32671.5,0,0,0,19884.09961,18010.40039,0,0,10428.90039,0,14562.2002,8266.929688,0,13771.90039,6690.120117,0
Plate8_V4_GD3_01_17179,64.3338,-37.582,40.5842,0.6,0,0,0,3885.590088,0,0,10986.40039,0,0,0,17011.69922,16659.09961,0,0,0,0,10692.09961,0,0,6140.609863,6452.779785,0
Plate8_V4_GD4_01_17180,64.0849,-37.9314,38.5917,0.6,0,0,5189.649902,3920.870117,0,12113.7002,10188.7998,0,0,0,9413.099609,17659.09961,3296.449951,0,6043.620117,0,0,5694.310059,0,7126.870117,0,0
Plate8_V4_GD5_01_17181,63.1483,-39.6905,34.4606,0.6,0,0,4952.180176,18675.19922,8887.400391,14899.5,9106.929688,0,0,0,9074.700195,10638,0,0,0,0,14726.2002,0,0,43144.30078,1975.300049,0
Plate8_V4_GD6_01_17182,58.7544,-40.4872,34.1144,0.6,0,0,6234.779785,38777.89844,22040.30078,6864.120117,13810.09961,0,0,0,10276,12626.5,0,0,0,0,20889.5,0,0,76752.5,32223.19922,0
Plate8_V4_GD7_01_17183,60.8393,-39.3654,32.3301,0.6,0,0,5183.350098,24825.90039,0,0,12536.09961,0,0,0,10594,10153.90039,0,0,0,0,0,0,0,84455.20313,19777.90039,0
Plate8_V4_GD8_01_17184,62.5167,-39.8269,30.2697,0.6,0,0,6369.75,33406,12633.2998,0,12830.2002,0,0,0,11738.09961,10969.09961,0,0,0,0,15959,0,0,38858.19922,21626.90039,0
Plate8_V4_GD9_01_17185,59.0236,-41.1716,29.4722,0.6,0,0,2292.300049,31856.59961,19369.40039,0,10936.59961,0,0,0,16295,11463,0,0,0,0,20200.80078,0,0,36433.5,28286.5,0
Plate8_V4_GE10_01_17201,64.2685,-37.7701,71.3245,0.6,0,0,4495.620117,13197.7998,15922.59961,0,176143,0,46042.10156,7341.259766,14392.7998,81826.5,0,3704.679932,7653.310059,0,0,2189.429932,0,9647.549805,0,0
Plate8_V4_GE11_01_17202,64.4889,-39.1674,67.4436,0.6,0,0,8889.730469,304929,0,7014.700195,299831,16043.7998,69845.29688,16220.2998,24376.5,77490.79688,0,0,0,0,0,26295.40039,0,19346.80078,40838.69922,0
Plate8_V4_GE12_01_17203,64.5812,-38.9125,65.8018,0.6,0,0,9079.870117,128611,0,21635.69922,256361,0,45649.5,12481.09961,36002.5,76658.29688,0,18589.30078,0,0,18171.69922,75581.60156,0,13257.09961,41248.39844,0
Plate8_V4_GE1_01_17192,61.1172,-40.6439,21.5714,0.6,0,0,3355.209961,19829.90039,29027.40039,0,13871.2998,0,0,0,15083.7002,13527.59961,0,0,0,0,22821.69922,0,0,26931.80078,25948.5,0
Plate8_V4_GE2_01_17193,62.2882,-39.6242,18.2603,0.6,0,0,6308.470215,29425.5,0,4118.120117,14412.7998,0,0,0,13694.7998,13827.2002,0,0,0,0,18846.40039,0,0,15082.2998,32805.69922,0
Plate8_V4_GE3_01_17194,59.8417,-40.0145,18.2062,0.6,0,0,4298.080078,62338.69922,58728.5,9345.320313,9356.429688,0,0,0,12245.7998,11643.59961,0,0,0,5719.5,0,0,0,17435.69922,39449.39844,0
Plate8_V4_GE4_01_17195,61.1343,-39.0018,15.1234,0.6,0,0,5212.330078,40707.39844,0,12170.40039,11990.7998,0,0,0,11377.2998,9549.049805,0,0,0,0,20098.69922,0,0,17180.09961,41173.60156,0
Plate8_V4_GE5_01_17196,62.3236,-39.8299,11.8605,0.6,0,0,2469.060059,43589.10156,0,10841.90039,12505.09961,0,0,0,9789.950195,17086.5,0,0,0,0,13601.2002,4485.970215,0,26560.59961,45039.39844,0
Plate8_V4_GE6_01_17197,60.2317,-40.0063,11.3587,0.6,0,0,4012.51001,85635.20313,24308.69922,17143.09961,13542.90039,0,0,0,10133.59961,14003.90039,0,6315.77002,11030.2998,0,18707.80078,6508.339844,0,29740.69922,53234.89844,0
Plate8_V4_GE7_01_17198,61.275,-40.1005,7.7662,0.6,0,0,4959.169922,54910.89844,25624.40039,13080.59961,16482.69922,0,0,0,14447.90039,17953,0,5978.290039,0,0,9781.05957,7873.189941,0,36923.39844,47665.89844,0
Plate8_V4_GE8_01_17199,64.3101,-39.3081,74.7308,0.6,0,0,10646,65248.30078,37848.89844,0,307404,0,43950.30078,10312,19468.09961,112934,0,1646.040039,0,0,0,80053.70313,0,4676.419922,29937.5,0
Plate8_V4_GE9_01_17200,64.3047,-37.9448,72.6854,0.6,0,0,6266.569824,33184.10156,0,5066,195958,0,23162.59961,5068.899902,14982,70864.60156,0,13689.2002,0,0,17311.30078,18955.5,0,6433.75,22615.59961,0
Plate8_V4_GF10_01_17215,61.9689,-46.1309,42.3946,0.6,0,0,4169.209961,5955.339844,0,7946.560059,16905.59961,0,0,0,12544.7998,17103,0,0,0,0,14676.40039,6796.100098,0,4548.859863,16555.80078,0
Plate8_V4_GF11_01_17216,64.8193,-46.6846,41.8681,0.6,0,0,5190.850098,5596.049805,0,7239.439941,15182,0,0,0,19041.59961,18710.5,23216.30078,0,0,0,10268.40039,12478.5,0,7508.709961,11831.2998,0
Plate8_V4_GF12_01_17217,62.4946,-45.709,40.4513,0.6,0,0,5920.379883,3407.560059,0,0,11134.2002,5481.859863,0,0,33162.60156,15693.7002,0,0,0,0,8247.969727,7854.959961,0,9558.290039,19494.30078,0
Plate8_V4_GF1_01_17206,59.7057,-47.1935,56.3455,0.6,0,0,6736.77002,17097.69922,4922.830078,0,38694,0,2010.709961,0,18145.90039,19359.90039,0,0,0,0,7038.129883,22625.09961,0,14731.59961,16092.7002,0
Plate8_V4_GF2_01_17207,60.7498,-47.8814,56.5076,0.6,0,0,2676.22998,13603.2998,0,0,28685.80078,0,0,0,13234.90039,14972.09961,0,0,0,0,2044.800049,13339.2002,0,7959.290039,10244.59961,0
Plate8_V4_GF3_01_17208,61.639,-48.2476,56.279,0.6,0,0,4061.530029,16533.5,0,0,66114.5,0,16491.69922,0,13161.5,29901.69922,0,0,0,0,2375.580078,35770.80078,0,7105.859863,12705.2998,0
Plate8_V4_GF4_01_17209,59.0542,-47.3409,55.1177,0.6,0,0,3463.800049,12689.59961,0,0,14310.59961,0,0,0,11214.09961,11694,0,0,0,0,0,4704.339844,0,6456.169922,20497,0
Plate8_V4_GF5_01_17210,60.0855,-48.7801,55.432,0.6,0,0,5206.47998,4805.319824,8595.490234,13785.90039,9783.30957,0,0,0,12730.2998,7322.129883,0,0,0,0,5865.75,9041.139648,0,0,8735.330078,0
Plate8_V4_GF6_01_17211,61.5963,-48.7319,55.3832,0.6,0,0,4561.410156,9970.610352,0,0,19289.59961,0,0,0,3636.899902,14066.2002,0,0,6357.620117,0,2275.199951,9113.679688,0,5949.790039,6082.120117,0
Plate8_V4_GF7_01_17212,59.6254,-48.2755,53.9637,0.6,0,0,5662.52002,10934.90039,0,5982.25,12600.2998,0,0,0,12473.7002,10627.2998,0,0,10557.7002,0,4567.830078,8137.430176,0,6548.689941,16221.09961,0
Plate8_V4_GF8_01_17213,61.1148,-48.9436,53.9702,0.6,0,0,5418.100098,11660.09961,0,13657.5,22769.09961,0,0,0,17963.80078,14514.7998,0,0,0,0,0,9689.959961,0,6024.350098,19230.69922,0
Plate8_V4_GF9_01_17214,61.9944,-48.9437,53.9795,0.6,0,0,4799.560059,25549,7586.660156,0,15539.40039,0,0,0,19259,29064.09961,0,0,0,0,8183.680176,8847.450195,0,26102.30078,16939.69922,0
Plate8_V4_GG1_01_17220,64.5555,-46.4337,40.9701,0.6,0,0,4869.450195,3646.01001,0,8129.089844,46039.69922,0,0,0,12126.7998,18577.40039,0,0,0,0,10548,18195,0,13564.59961,14998.59961,0
Plate8_V4_GG2_01_17221,63.1446,-45.2238,38.629,0.6,0,0,4927.629883,2921.01001,0,16024.90039,17996.19922,0,0,0,12386.5,9661.150391,0,0,0,0,7602.620117,0,0,6659.959961,2782.580078,0
Plate8_V4_GG3_01_17222,64.4655,-45.9853,39.642,0.6,0,0,5915.910156,9210.160156,28189.5,11468.7998,102727,0,0,0,16141.40039,25196.59961,0,0,0,0,2633.620117,18980.09961,0,2284.100098,8556.599609,0
Plate8_V4_GG4_01_17223,64.6794,-45.2477,38.2552,0.6,0,0,6810.689941,5640.009766,25537.30078,19057.80078,125469,0,32879.5,0,11806.2998,44180.30078,0,0,0,0,0,5805.649902,0,3182.610107,3346.560059,0
Plate8_V4_GG5_01_17224,63.9,-43.8819,37.666,0.6,0,0,4596.669922,0,0,10437.40039,42160.30078,0,0,0,13435.59961,14033.7998,0,0,0,0,5103.620117,8955.990234,0,11725.7998,4625.149902,0
Plate8_V4_GG6_01_17225,64.7274,-43.8393,37.521,0.6,0,0,7227.490234,3213.25,0,14213.90039,52428.80078,0,5828.680176,0,13060.2002,12564.2002,0,0,0,0,0,27198.40039,0,3558.439941,13173.7002,0
Plate8_V4_GG7_01_17226,64.2523,-42.6223,37.2388,0.6,0,0,6709.919922,0,42229.10156,13827.5,32140.80078,0,0,0,9947.650391,7939.970215,0,0,0,0,10861.2998,7223.27002,0,26978.30078,9213.110352,0
Plate8_V4_GG8_01_17227,64.8267,-41.9349,37.6184,0.6,0,0,4134.240234,0,0,19598.30078,12422.7998,0,0,0,9374.030273,5502.509766,0,0,8748.929688,0,0,0,0,0,0,0
Plate8_V4_GG9_01_17228,64.566,-40.9579,37.2494,0.6,0,0,4501.390137,3352.100098,0,9741.55957,12069.90039,0,0,0,13182.7002,5844.100098,9472.450195,0,0,0,6925.109863,0,0,38211.10156,2917.600098,0
