row ID,x,y,z,r,Phenylalanine,Isopentenyl pyrophosphate,Diethyltoluamide,Dimethyl phthalate,Caffeine,delta-Dodecalactone,L-Tryptophan,N-Tetradecanoyl-L-homoserine Lactone,Glycyl-L-phenylalanine,Oxybenzone,Diethyl azelate,Myristic acid ethyl ester,"cis-9,10-methylene-hexadecanoic acid",Doxylamine,Dextromethorphan,4-Acetylpiperidinium Chloride,Diisobutyl phthalate,"Conjugated linoleic Acid (10E,12Z)",Oleic acid,(-)-Epicatechin,Avobenzone,Dihydrosphingosine (19:0),Phytosphingosine,Sodium Laureth Sulfate,Monoelaidin,Hexapropylene glycol,Sodium Laureth Sulfate + Na,Dioctyl phthalate,Tributoxyethyl phosphate,Glycodeoxycholic acid,Glycocholic acid
Plate4_V3_GD1_01_11961,-0.5591,-1.0385,38.8956,0.6,0,0,6951.799805,0,0,0,312762,0,0,0,0,0,0,0,33357.89844,0,11185,0,15672.2998,0,0,0,72494.79688,8487.5,0,0,0,0,0,0,0
Plate4_V3_GD2_01_11962,-0.3279,0.915,37.6057,0.6,0,0,10401.2998,0,0,0,463656,0,0,0,0,0,0,0,173093,0,10559.5,0,15535.7998,0,0,0,123750,13178.2998,0,11856.90039,11104.2002,13716.2002,17157,0,0
Plate4_V3_GD5_01_11967,-6.00E-04,-3.8445,42.3754,0.6,0,0,38087.19922,0,0,0,135005,10898.40039,0,0,0,0,16593.80078,0,105177,0,15079.59961,0,48757.30078,0,0,0,130677,22490.19922,0,0,19707.69922,0,10678.5,28469.09961,0
Plate4_V3_GD6_01_11968,-0.9275,-4.1,43.973,0.6,0,0,25435.59961,0,0,0,145150,6591.879883,0,0,0,0,0,0,34101.30078,0,0,0,31065.5,0,0,0,158748,16414.59961,0,0,16337.7998,0,0,0,0
Plate4_V3_GD7_01_11969,-3.6199,-3.7971,45.4866,0.6,0,0,18798.59961,0,0,0,369896,6083.279785,0,0,0,0,0,0,45383.39844,0,0,0,23045.19922,0,0,0,107096,7838.700195,0,0,10192.90039,7166.22998,0,0,0
Plate4_V3_GD8_01_11970,-0.145,-4.7655,46.9093,0.6,0,0,17904.30078,0,0,0,185971,7830.339844,0,10164.5,0,0,0,0,46843.19922,0,21778.69922,9663.049805,47913.80078,0,0,0,157908,19516.90039,0,0,14955.90039,9648.160156,0,0,0
Plate4_V3_GE1_01_11976,-3.1897,5.0228,43.1044,0.6,0,0,44082.19922,0,0,0,228324,4908.490234,0,0,0,0,0,0,166873,0,0,0,25691.30078,0,0,0,106304,9236.05957,0,0,10605.59961,0,0,0,0
Plate4_V3_GE3_01_11978,-2.929,4.9916,41.2359,0.6,0,0,28518.69922,0,0,9059.570313,893694,0,0,0,0,0,0,0,89503,0,0,0,29366.30078,0,0,0,104308,12456.2002,0,148197,16127.2002,13657.40039,0,0,0
Plate4_V3_GE4_01_11979,-4.6594,4.2461,41.2323,0.6,0,0,25527.19922,0,0,0,469149,0,0,0,0,0,0,0,145669,0,0,0,11654,0,0,0,96579.89844,0,0,0,0,0,0,0,0
Plate4_V3_GE5_01_11980,-6.6549,0.2326,40.2248,0.6,0,0,46447.69922,0,0,0,746035,0,0,0,0,0,0,0,233684,0,10809.09961,0,15719.7002,0,0,0,79855.60156,21583.80078,0,0,11569.7002,10376.5,0,0,0
Plate4_V3_rerun_A1_BA4-_01_12032,-5.9501,-4.8492,31.229,0.6,753132,0,78428.5,0,0,0,496456,0,0,0,0,0,0,0,157521,0,22994.30078,0,0,0,0,0,10864.7998,22265.09961,0,0,0,0,7224.490234,0,0
Plate4_V3_rerun_A3_BA3_01_12031,-3.1306,-5.5751,30.6965,0.6,0,0,40563,0,0,0,584102,0,0,14362.7002,0,0,0,0,198051,0,10543.59961,0,29481.30078,0,0,0,85603.79688,29787.90039,0,0,21865.69922,11339.90039,7126.379883,0,0
Plate4_V3_rerun_A5_BA5_01_12033,-1.5311,-4.6981,29.6388,0.6,899807,0,60607.5,0,0,0,724542,0,0,16308.7998,0,0,0,0,296835,0,20632.80078,0,0,0,0,0,5665.720215,61610,0,0,12119.2998,0,33240.69922,0,0
Plate4_V3_rerun_A8_BA8_01_12034,-2.1586,-5.6465,24.9045,0.6,1224070,0,56574.5,0,0,0,1072640,0,0,19220,0,0,0,0,403710,0,18343.69922,0,6390.720215,0,0,0,5822.959961,66974.60156,0,0,22772,0,30056,0,0
Plate4_V3_rerun_B1_BB1_01_12035,-4.6082,-4.737,18.1134,0.6,671163,0,14021.2998,0,90526.89844,0,596972,0,0,130218,0,0,0,29300,941995,0,22154.5,0,27650.09961,0,54987.39844,0,36136.10156,51705.39844,0,0,10644.2998,31071.69922,47963.69922,0,0
Plate4_V3_rerun_B4_BB4_01_12038,-5.1311,-4.1975,12.529,0.6,908987,0,20667.80078,0,94581,0,306331,0,0,136939,0,0,0,20910.69922,799018,0,13193.09961,0,13386.7998,0,0,0,18015.59961,53611.19922,0,0,0,12839.2998,41337.80078,0,0
Plate4_V3_rerun_D12_BD8-_01_12040,-6.4412,1.0381,44.0016,0.6,988398,0,87896.20313,0,0,0,756856,0,0,0,0,0,0,0,206909,0,16718.30078,0,0,0,0,0,67500.10156,20217.80078,0,0,12845.40039,0,9948.089844,0,0
Plate4_V3_rerun_D9_BD7-_01_12039,-5.9492,1.6321,45.9864,0.6,0,0,37188.89844,0,0,0,1061920,7990.700195,0,9813.209961,0,0,0,0,156707,0,16463.69922,0,36748.30078,0,0,0,107538,20933.80078,0,0,16449.5,4820.109863,11855.2002,0,0
Plate4_V3_rerun_E2_BE2_01_12041,-1.375,4.7506,42.2505,0.6,0,138467,31733.09961,0,0,0,725494,0,0,0,0,0,0,0,81773.60156,0,0,0,18672.90039,0,0,0,94004.10156,12216.2998,0,162212,0,6282.27002,5063.990234,0,0
Plate4_V3_rerun_E6_BE6_01_12042,-1.088,4.047,40.0329,0.6,0,0,22531.40039,0,0,0,280675,0,0,0,0,0,0,0,89579,0,0,0,22397,0,0,0,103202,10016.2998,0,17736.19922,11488.2998,11087.7002,10320.40039,0,0
Plate4_V3_rerun_E8_BE8_01_12050,-3.6413,3.4088,38.0974,0.6,1406250,0,38814.69922,0,0,0,1289160,0,0,0,0,0,0,0,337741,0,0,0,13433.09961,0,0,0,147535,15886.90039,0,664358,0,11898,6685.629883,0,0
